student_id,profile,step,action,concept,mastery,fatigue,engagement,correct
4,guesser,27,continue,c_0,0.21400000000000005,0.8300000000000006,1.0,True
4,guesser,28,rest,c_0,0.21400000000000005,0.4300000000000006,1.0,True
4,guesser,29,review,c_0,0.21685000000000004,0.47000000000000064,1.0,False
4,guesser,30,continue,c_0,0.22215000000000004,0.5200000000000007,1.0,False
4,guesser,31,review,c_0,0.22455000000000003,0.5600000000000007,1.0,True
4,guesser,32,review,c_0,0.22675000000000003,0.6000000000000008,1.0,False
4,guesser,33,review,c_0,0.22875000000000004,0.6400000000000008,1.0,False
4,guesser,34,continue,c_0,0.23235000000000003,0.6900000000000008,1.0,True
4,guesser,35,review,c_0,0.23390000000000002,0.7300000000000009,1.0,False
4,guesser,36,continue,c_0,0.2366,0.7800000000000009,1.0,False
4,guesser,37,continue,c_0,0.23879999999999998,0.830000000000001,1.0,True
4,guesser,38,rest,c_0,0.23879999999999998,0.43000000000000094,1.0,False
4,guesser,39,review,c_0,0.24164999999999998,0.470000000000001,1.0,False
4,guesser,40,review,c_0,0.24429999999999996,0.510000000000001,1.0,False
4,guesser,41,continue,c_0,0.24919999999999995,0.560000000000001,1.0,False
4,guesser,42,continue,c_0,0.25359999999999994,0.6100000000000011,1.0,True
4,guesser,43,continue,c_0,0.25749999999999995,0.6600000000000011,1.0,True
4,guesser,44,continue,c_0,0.26089999999999997,0.7100000000000012,1.0,True
4,guesser,45,continue,c_0,0.2638,0.7600000000000012,1.0,False
4,guesser,46,review,c_0,0.26499999999999996,0.8000000000000013,1.0,True
4,guesser,47,rest,c_0,0.26499999999999996,0.40000000000000124,1.0,False
4,guesser,48,continue,c_0,0.27099999999999996,0.45000000000000123,1.0,False
4,guesser,49,continue,c_0,0.27649999999999997,0.5000000000000012,1.0,True
5,guesser,0,continue,c_0,0.11,0.05,1.0,False
5,guesser,1,continue,c_0,0.1195,0.1,1.0,True
5,guesser,2,review,c_0,0.124,0.14,1.0,True
5,guesser,3,continue,c_0,0.1326,0.19,1.0,False
5,guesser,4,review,c_0,0.13665,0.23,1.0,False
5,guesser,5,review,c_0,0.14049999999999999,0.27,1.0,True
5,guesser,6,continue,c_0,0.1478,0.32,1.0,True
5,guesser,7,review,c_0,0.15119999999999997,0.36,1.0,True
5,guesser,8,review,c_0,0.15439999999999998,0.4,1.0,False
5,guesser,9,continue,c_0,0.1604,0.45,1.0,False
5,guesser,10,continue,c_0,0.1659,0.5,1.0,False
5,guesser,11,continue,c_0,0.1709,0.55,1.0,False
5,guesser,12,continue,c_0,0.1754,0.6000000000000001,1.0,True
5,guesser,13,continue,c_0,0.1794,0.6500000000000001,1.0,True
5,guesser,14,continue,c_0,0.1829,0.7000000000000002,1.0,False
5,guesser,15,review,c_0,0.1844,0.7400000000000002,1.0,False
5,guesser,16,review,c_0,0.1857,0.7800000000000002,1.0,True
5,guesser,17,continue,c_0,0.1879,0.8300000000000003,1.0,False
5,guesser,18,rest,c_0,0.1879,0.43000000000000027,1.0,False
5,guesser,19,review,c_0,0.19075,0.4700000000000003,1.0,True
5,guesser,20,review,c_0,0.1934,0.5100000000000003,1.0,True
5,guesser,21,continue,c_0,0.19829999999999998,0.5600000000000004,1.0,True
5,guesser,22,continue,c_0,0.20269999999999996,0.6100000000000004,1.0,True
5,guesser,23,continue,c_0,0.20659999999999995,0.6600000000000005,1.0,True
5,guesser,24,review,c_0,0.20829999999999996,0.7000000000000005,1.0,False
5,guesser,25,review,c_0,0.20979999999999996,0.7400000000000005,1.0,True
5,guesser,26,review,c_0,0.21109999999999995,0.7800000000000006,1.0,True
5,guesser,27,review,c_0,0.21219999999999994,0.8200000000000006,1.0,True
5,guesser,28,rest,c_0,0.21219999999999994,0.4200000000000006,1.0,False
5,guesser,29,continue,c_0,0.21799999999999994,0.4700000000000006,1.0,False
5,guesser,30,review,c_0,0.22064999999999993,0.5100000000000006,1.0,True
5,guesser,31,continue,c_0,0.22554999999999992,0.5600000000000006,1.0,False
5,guesser,32,review,c_0,0.22774999999999992,0.6000000000000006,1.0,True
5,guesser,33,review,c_0,0.22974999999999993,0.6400000000000007,1.0,False
5,guesser,34,review,c_0,0.23154999999999992,0.6800000000000007,1.0,True
5,guesser,35,continue,c_0,0.2347499999999999,0.7300000000000008,1.0,True
5,guesser,36,continue,c_0,0.23744999999999988,0.7800000000000008,1.0,False
5,guesser,37,continue,c_0,0.23964999999999986,0.8300000000000008,1.0,False
5,guesser,38,rest,c_0,0.23964999999999986,0.4300000000000008,1.0,True
5,guesser,39,review,c_0,0.24249999999999985,0.47000000000000086,1.0,True
5,guesser,40,review,c_0,0.24514999999999984,0.5100000000000009,1.0,True
5,guesser,41,review,c_0,0.24759999999999985,0.5500000000000009,1.0,False
5,guesser,42,review,c_0,0.24984999999999985,0.590000000000001,1.0,True
5,guesser,43,review,c_0,0.25189999999999985,0.630000000000001,1.0,True
5,guesser,44,continue,c_0,0.2555999999999998,0.680000000000001,1.0,True
5,guesser,45,review,c_0,0.2571999999999998,0.7200000000000011,1.0,False
5,guesser,46,review,c_0,0.25859999999999983,0.7600000000000011,1.0,False
5,guesser,47,continue,c_0,0.26099999999999984,0.8100000000000012,1.0,True
5,guesser,48,rest,c_0,0.26099999999999984,0.41000000000000114,1.0,False
5,guesser,49,review,c_0,0.26394999999999985,0.4500000000000012,1.0,True
6,fatigued,0,continue,c_0,0.2,0.3,1.0,True
6,fatigued,1,continue,c_0,0.27,0.6,1.0,True
6,fatigued,2,review,c_0,0.29000000000000004,0.84,1.0,False
6,fatigued,3,rest,c_0,0.29000000000000004,0.43999999999999995,1.0,False
6,fatigued,4,review,c_0,0.31800000000000006,0.6799999999999999,1.0,False
6,fatigued,5,continue,c_0,0.3500000000000001,0.98,1.0,True
6,fatigued,6,rest,c_0,0.3500000000000001,0.58,1.0,False
6,fatigued,7,review,c_0,0.3710000000000001,0.82,1.0,False
6,fatigued,8,rest,c_0,0.3710000000000001,0.41999999999999993,1.0,False
6,fatigued,9,review,c_0,0.40000000000000013,0.6599999999999999,1.0,False
6,fatigued,10,continue,c_0,0.43400000000000016,0.96,1.0,False
6,fatigued,11,rest,c_0,0.43400000000000016,0.5599999999999999,1.0,False
6,fatigued,12,review,c_0,0.4560000000000002,0.7999999999999999,1.0,False
6,fatigued,13,continue,c_0,0.4760000000000002,1.0,1.0,False
6,fatigued,14,rest,c_0,0.4760000000000002,0.6,1.0,True
6,fatigued,15,continue,c_0,0.5160000000000002,0.8999999999999999,1.0,False
6,fatigued,16,rest,c_0,0.5160000000000002,0.4999999999999999,1.0,True
6,fatigued,17,review,c_0,0.5410000000000003,0.7399999999999999,1.0,False
6,fatigued,18,review,c_0,0.5540000000000003,0.9799999999999999,1.0,True
6,fatigued,19,rest,c_0,0.5540000000000003,0.5799999999999998,1.0,False
6,fatigued,20,continue,c_0,0.5960000000000003,0.8799999999999999,1.0,False
6,fatigued,21,rest,c_0,0.5960000000000003,0.47999999999999987,1.0,True
6,fatigued,22,continue,c_0,0.6480000000000004,0.7799999999999998,1.0,False
6,fatigued,23,review,c_0,0.6590000000000004,1.0,1.0,False
6,fatigued,24,rest,c_0,0.6590000000000004,0.6,1.0,True
6,fatigued,25,review,c_0,0.6790000000000004,0.84,1.0,True
6,fatigued,26,rest,c_0,0.6790000000000004,0.43999999999999995,1.0,False
6,fatigued,27,continue,c_0,0.7350000000000004,0.74,1.0,True
6,fatigued,28,continue,c_0,0.7610000000000005,1.0,1.0,False
6,fatigued,29,rest,c_0,0.7610000000000005,0.6,1.0,True
6,fatigued,30,review,c_0,0.7810000000000005,0.84,1.0,True
6,fatigued,31,rest,c_0,0.7810000000000005,0.43999999999999995,1.0,True
6,fatigued,32,review,c_0,0.8090000000000005,0.6799999999999999,1.0,True
6,fatigued,33,advance,c_0,0.8090000000000005,1.0,1.0,False
6,fatigued,34,rest,c_1,0.1,0.6,1.0,False
6,fatigued,35,review,c_1,0.12000000000000001,0.84,1.0,False
6,fatigued,36,rest,c_1,0.12000000000000001,0.43999999999999995,1.0,False
6,fatigued,37,review,c_1,0.14800000000000002,0.6799999999999999,1.0,False
6,fatigued,38,review,c_1,0.16400000000000003,0.9199999999999999,1.0,False
6,fatigued,39,rest,c_1,0.16400000000000003,0.5199999999999999,1.0,False
6,fatigued,40,review,c_1,0.18800000000000006,0.7599999999999999,1.0,False
6,fatigued,41,review,c_1,0.20000000000000007,0.9999999999999999,1.0,True
6,fatigued,42,rest,c_1,0.20000000000000007,0.5999999999999999,1.0,False
6,fatigued,43,review,c_1,0.22000000000000008,0.8399999999999999,1.0,False
6,fatigued,44,rest,c_1,0.22000000000000008,0.43999999999999984,1.0,False
6,fatigued,45,review,c_1,0.2480000000000001,0.6799999999999998,1.0,False
6,fatigued,46,continue,c_1,0.28000000000000014,0.9799999999999998,1.0,False
6,fatigued,47,rest,c_1,0.28000000000000014,0.5799999999999997,1.0,False
6,fatigued,48,continue,c_1,0.3220000000000002,0.8799999999999997,1.0,False
6,fatigued,49,rest,c_1,0.3220000000000002,0.47999999999999965,1.0,False
7,fatigued,0,review,c_0,0.15000000000000002,0.24,1.0,False
7,fatigued,1,review,c_0,0.18800000000000003,0.48,1.0,False
7,fatigued,2,continue,c_0,0.24000000000000005,0.78,1.0,False
7,fatigued,3,continue,c_0,0.26200000000000007,1.0,1.0,False
7,fatigued,4,rest,c_0,0.26200000000000007,0.6,1.0,False
7,fatigued,5,continue,c_0,0.30200000000000005,0.8999999999999999,1.0,True
7,fatigued,6,rest,c_0,0.30200000000000005,0.4999999999999999,1.0,False
7,fatigued,7,review,c_0,0.32700000000000007,0.7399999999999999,1.0,False
7,fatigued,8,review,c_0,0.3400000000000001,0.9799999999999999,1.0,False
7,fatigued,9,rest,c_0,0.3400000000000001,0.5799999999999998,1.0,False
7,fatigued,10,review,c_0,0.3610000000000001,0.8199999999999998,1.0,False
7,fatigued,11,rest,c_0,0.3610000000000001,0.4199999999999998,1.0,True
7,fatigued,12,review,c_0,0.3900000000000001,0.6599999999999998,1.0,False
7,fatigued,13,review,c_0,0.40700000000000014,0.8999999999999998,1.0,True
7,fatigued,14,rest,c_0,0.40700000000000014,0.4999999999999998,1.0,False
7,fatigued,15,continue,c_0,0.4570000000000002,0.7999999999999998,1.0,False
7,fatigued,16,continue,c_0,0.4770000000000002,1.0,1.0,False
7,fatigued,17,rest,c_0,0.4770000000000002,0.6,1.0,False
7,fatigued,18,review,c_0,0.4970000000000002,0.84,1.0,True
7,fatigued,19,rest,c_0,0.4970000000000002,0.43999999999999995,1.0,True
7,fatigued,20,review,c_0,0.5250000000000002,0.6799999999999999,1.0,False
7,fatigued,21,review,c_0,0.5410000000000003,0.9199999999999999,1.0,False
7,fatigued,22,rest,c_0,0.5410000000000003,0.5199999999999999,1.0,True
7,fatigued,23,review,c_0,0.5650000000000003,0.7599999999999999,1.0,True
7,fatigued,24,review,c_0,0.5770000000000003,0.9999999999999999,1.0,False
7,fatigued,25,rest,c_0,0.5770000000000003,0.5999999999999999,1.0,True
7,fatigued,26,continue,c_0,0.6170000000000003,0.8999999999999999,1.0,False
7,fatigued,27,rest,c_0,0.6170000000000003,0.4999999999999999,1.0,True
